,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
45,EVA REVE,@evarev1,2022-01-01T13:10:52.000Z,"EVA REVE
@evarev1
·
1 Jan","Replying to 
@faminifilm
#ADE 
Les #vaccins actuels ont fait l’erreur de cibler la protéine #Spike
Étude de #ShiZhengli spécialiste mondiale des coronavirus 
Mécanisme moléculaire pour la facilitation de l’infection dépendante des anticorps
https://journals.asm.org/doi/pdf/10.1128/jvi.02015-19…
2",,,2,,[],https://twitter.com/evarev1/status/1477266071258345472
46,Moun Aber,@Mounotella,2022-01-02T10:03:04.000Z,"Moun Aber
@Mounotella
·
2 Jan","#Danemark 80% de vaccinés, dont 99% des adultes, au mieux, le nombre des décès est proche de celui des vagues précédentes. Au pire, comme aux Iles Féroé, vaccinés à 82%, 100% des adultes, c'est à se demander si les #vaccins n'aggravent pas l'épidémie
4
71
143",,4,71,143,['https://pbs.twimg.com/media/FIFrhroXEAQqndF?format=png&name=small'],https://twitter.com/Mounotella/status/1477581198503329795
47,Moun Aber,@Mounotella,2022-01-02T10:12:38.000Z,"Moun Aber
@Mounotella
·
2 Jan","#Israël, ça repart de + belle. Ils ont triple dosé leurs cobayes et hésitent à envoyer la 4ème. C'est fou comme ils sont efficaces ces #vaccins. Peut-être qu'à la 10ème, quand tous seront morts de ces injections répétées, on commencera à voir un effet :
9
55
110",,9,55,110,"['https://pbs.twimg.com/media/FIFtsGeX0AAiJPv?format=png&name=small', 'https://pbs.twimg.com/media/FIFuIiVWUAEmZ-X?format=jpg&name=small']",https://twitter.com/Mounotella/status/1477583607766134784
48,Didier,@LetItShine69,2022-01-02T09:27:57.000Z,"Didier
@LetItShine69
·
2 Jan","Corée du Sud : Manifestation hier à Séoul contre les mesures sanitaires et l'obligation vax.
#Seoul #coreedusud #PassSanitaire #vaccins #VaccinationObligatoire
3
16
26",👏 👏 👏,3,16,26,['https://pbs.twimg.com/ext_tw_video_thumb/1477572311633043459/pu/img/8xnylcUf3zTSX1XS.jpg'],https://twitter.com/LetItShine69/status/1477572362052804608
49,pierrot le zygo,@pierrotlezygo,2022-01-02T20:45:36.000Z,"pierrot le zygo
@pierrotlezygo
·
2 Jan",Pfizer recommande l’abonnement style Netflix pour un rappel par mois  #Pfizergate #pfizer #Rappel #Vaccin #VaccinationObligatoire #vaccins #mesuressanitaire #pierrotlezygo,,,,,['https://pbs.twimg.com/media/FIH_VVXXsAAk7Bf?format=jpg&name=small'],https://twitter.com/pierrotlezygo/status/1477742898074591242
50,Docteur Frexit,@DocteurFrexit,2022-01-02T02:54:29.000Z,"Docteur Frexit
@DocteurFrexit
·
2 Jan","Les #vaccins à répétition détruisent le système immunitaire
crowdbunker.com
Injections à répétition et immunité - Alexandra Henrion-Caude -...
Injections génétiques à répétition et système immunitaire. L'immunité : https://maloxxx8.wixsite.com/malonaturo/post/un-mot-sur-l-immunit%C3%A9
1
1
2",,1,1,2,['https://pbs.twimg.com/card_img/1510743036975845387/MA3q5e1N?format=jpg&name=240x240'],https://twitter.com/DocteurFrexit/status/1477473341296590850
51,ZPresidentZ0ZZ,@MinghongHC,2022-01-02T22:14:13.000Z,"ZPresidentZ0ZZ
@MinghongHC
·
2 Jan","#EmmanuelMacron  ou le mépris du premier de la classe
Une dose, deux doses, trois doses...
Des #EffetsSecondaires,  morts de #vaccins ...
Est-ce-que #Macron tue les Français exprès pour la dépopulation??  
#MacronDemission
#passedelahonte
#PasseVaccinal #PassSanitaireDeLaHonte
1",,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1477765152644780035/pu/img/VZm2MCUGn8Kz822K.jpg'],https://twitter.com/MinghongHC/status/1477765198807248898
52,laffont mickael (#SansLui),@MickaelLaffont,2022-01-02T20:19:20.000Z,"laffont mickael (#SansLui)
@MickaelLaffont
·
2 Jan","Replying to 
@RogezVeronique
Quand on pense que la pandémie est finie avec ce rhume #Omicron

#Veran et #Macron qui s'en servent à des fins électorales et que ce #PassVacinal n'a aucun intérêt que d'écouler les stocks de #Vaccins commandés par l'#Europe

Quelle honte ce pays et ses vendus

Bcp de courage Mme
4
36",,,4,36,[],https://twitter.com/MickaelLaffont/status/1477736289051021321
53,c. jeannot,@jeannotdupeuple,2022-01-02T10:10:57.000Z,"c. jeannot
@jeannotdupeuple
·
2 Jan","""L'idée que le vaccin protège des formes graves doit être rejetée:Dr #MichelDeLorgeril,expert international en cardiologie&nutrition affirmait""les études sur l'efficacité ds #Vaccins sont des simulacres de sciences""#FranceSoir
#PassEM&VP=non
#Zemmour2022
#Cnews #LCI #BFMTV
1
1",,,1,1,[],https://twitter.com/jeannotdupeuple/status/1477583182442680321
54,Françoise Zannier,@psy_paris,2022-01-02T20:12:45.000Z,"Françoise Zannier
@psy_paris
·
2 Jan","Les masques à l'école ne sont ni #science ni #religion. Juste une conséquence des conflits d'intérêts sévissant dans les instances décisionnelles, et une des conditions préalables à l'imposition des ""#vaccins""...
Dimitri Jacques
@DimitriJacques
 · 2 Jan
Pour la n-ième fois, « il n'existe aucune base scientifique à l'usage du  à l'école. Ce n'est pas de la science mais de la religion. Nous savons seulement que c'est très mauvais psychologiquement pour les enfants. » @idrissaberkane
Allons-nous cette année cesser cette folie ?
Show this thread
1:45
31.1K views
2
4",✍ 😷,,2,4,['https://pbs.twimg.com/profile_images/1500052893768073218/IB4cDzz-_mini.jpg'],https://twitter.com/psy_paris/status/1477734632074342401
55,Liberté,@JournaLiberteDZ,2022-01-02T21:04:31.000Z,"Liberté
@JournaLiberteDZ
·
2 Jan","Demain à la UNE de #Liberté 
Édition du 03 janvier 2022
#Sénat #Tebboune #HCA #Tamazight #APC #MJS #Covid19 #Vaccins #Pain #Émigrés #Harraga #Algérie
1
4
10",,1,4,10,['https://pbs.twimg.com/media/FIH7nVJXsAwqc43?format=jpg&name=small'],https://twitter.com/JournaLiberteDZ/status/1477747658202746885
56,BPR,@ByzancePhotos,2022-01-02T13:03:15.000Z,"BPR
@ByzancePhotos
·
2 Jan"," ""Le quinquagénaire totalement #vacciné, non immunodéprimé et en #réanimation est un fantasme d'#antivax""     

#Veran #VeranEnPrison #Vaccin #vaccins #vaccination #PassVaccinal #PassVacinal
Le JDD
@leJDD
 · 2 Jan
Le ministre de la Santé Olivier Véran au JDD: ""Le quinquagénaire totalement vacciné, non immunodéprimé et en réanimation est un fantasme d'antivax"" https://lejdd.fr/Politique/le-ministre-de-la-sante-olivier-veran-au-jdd-la-cinquieme-vague-de-covid-19-est-peut-etre-la-derniere-4085600?Echobox=1641076576#utm_medium=Social&xtor=CS1-4&utm_source=Twitter…
1",🤣 🤣 🤣 ⤵,,,1,"['https://pbs.twimg.com/media/FIGU3GvX0AApyfe?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/757842496181248000/wcTzloxR_mini.jpg', 'https://pbs.twimg.com/media/FIFlv4PXMAA1cN3?format=jpg&name=240x240']",https://twitter.com/ByzancePhotos/status/1477626541525897219
57,François-Xavier Consoli,@FranXavConsoli,2022-01-02T22:52:29.000Z,"François-Xavier Consoli
@FranXavConsoli
·
2 Jan","#Amsterdam: tandis que les gestionnaires de notre continent font les yeux doux aux jeunes extra-européens, qu'ils droguent les masses à coups de #vaccins et d'argent gratis pour les rendre apathiques, ils lâchent les clebs sur les récalcitrants. La guerre vient d'abord d'en haut.
The following media includes potentially sensitive content. Change settings
View
2
5",,,2,5,[],https://twitter.com/FranXavConsoli/status/1477774829382246413
58,Hdebonnevolonte,@Enfantdabord2,2022-01-02T17:10:13.000Z,"Hdebonnevolonte
@Enfantdabord2
·
2 Jan","Replying to 
@noemiemln
Non, car en Allemagne il y a 70% de vaccinés. Donc si 90% attrapent #OMicron, vous voyez bien qu’il y a un gros problème d’efficacité des #vaccins actuellement autorisés.
1
1",,,1,1,['https://pbs.twimg.com/media/FIHOCNjX0A8Pk3u?format=jpg&name=small'],https://twitter.com/Enfantdabord2/status/1477688693817323523
59,Iris Solar,@SOLARisis1,2022-01-02T12:18:20.000Z,"Iris Solar
@SOLARisis1
·
2 Jan","110 000 effets indésirables pour 4 #vaccins … qui dit mieux ?
#ANSM 
#EffetsSecondaires
LeLibrePenseur
@LLP_Le_Vrai
 · 1 Jan
Audition au Sénat de #RatignierCarbonneil, directrice de l'#ANSM. À la mi-novembre 2021, nous comptabilisons 110000 effets indésirables pour 4 #vaccins. D'habitude, nous avons 45000 déclarations/an pour les 5000 médicaments vendus en France ! Bonne chance les rats de laboratoire.
1
1
1",🐝 🐝 🐝,1,1,1,"['https://pbs.twimg.com/profile_images/1495380740908929025/7UdoHclf_mini.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1477377188425043975/pu/img/T_Kt_hUISVw1fzJe.jpg']",https://twitter.com/SOLARisis1/status/1477615239134945285
60,Eve Vatferchier φ,@Eve_Vatferchier,2022-01-02T09:58:42.000Z,"Eve Vatferchier φ
@Eve_Vatferchier
·
2 Jan","La belle et fameuse charité chrétienne je suppose
#Covid_19 #PassSanitaire #PasseVaccinal #PassDeLaHonte #Vaccin #VaccinationObligatoire #vaccins #COVIDIOTS
Brusa Carlo Alberto
@cab2626
 · 1 Jan
La charité chrétienne est sans limites et elle ouvre les porte de l’enfer ……………..",💧 🌎 🐢 🤮,,,,"['https://pbs.twimg.com/profile_images/1402650658029948931/ZSp_QM70_mini.jpg', 'https://pbs.twimg.com/media/FICx5msWQAAvZ33?format=jpg&name=small']",https://twitter.com/Eve_Vatferchier/status/1477580100354908160
61,alerte,@valvalliberte,2022-01-02T10:06:17.000Z,"alerte
@valvalliberte
·
2 Jan","Effets indésirables de la vaccination contre le covid-19 : les chiffres de l’Agence de sécurité du médicament https://groupegaullistesceaux.wordpress.com/2021/12/01/effets-indesirables-de-la-vaccination-contre-le-covid-19-les-chiffres-de-lagence-de-securite-du-medicament/… via @GaullistesSceaux #vaccins #EffetsSecondaires
groupegaullistesceaux.wordpress.com
Effets indésirables de la vaccination contre le covid-19 : les chiffres de l’Agence de sécurité...
Auditionnée par le Sénat, Christelle Ratignier-Carbonneil, la directrice générale de l’Agence nationale de sécurité du médicament et des produits de santé, a brossé un panorama des principaux effet…
1
2",,,1,2,['https://pbs.twimg.com/card_img/1510743035012857858/UwMZ37_F?format=jpg&name=240x240'],https://twitter.com/valvalliberte/status/1477582008977174531
62,Mr_Anderson,@Kaos291,2022-01-02T17:22:08.000Z,"Mr_Anderson
@Kaos291
·
2 Jan","Dr Peter McCullough :
Les mandats des #vaccins C19 « doivent être abrogés » car les #vaccins  sont « toujours en recherche » et « les gens ne peuvent pas être mandatés pour participer à la recherche »
@olivierveran
 
#COVID19 
#vaccination
theepochtimes.com
Dr. Peter McCullough: Vaccine Mandates Should Be Repealed
COVID-19 vaccine mandates ""have to be repealed"" as the vaccines are ""still in research"" and ""people cannot be ...
1
1
1",💥 💥,1,1,1,[],https://twitter.com/Kaos291/status/1477691693872918540
63,NielsL,@NielsLeblic,2022-01-02T10:36:46.000Z,"NielsL
@NielsLeblic
·
2 Jan","Je suis pro-vax. J'avais mes 3 doses début décembre. Mais si je dois me refaire piquer tous les 4 mois, cela veut simplement dire que les #vaccins dont nous disposons actuellement ne sont plus efficaces. Surtout qu'ils ne sont faits que pour empêcher les formes graves. #COVID19
Nicolas Berrod
@nicolasberrod
 · 2 Jan
A partir du 15 février, toute personne n'ayant pas reçu sa dose de rappel 4 mois après la précédente (et n'ayant pas été infectée entre temps) perdra son pass sanitaire/vaccinal, contre 7 mois actuellement, annonce O.Véran au JDD. https://lejdd.fr/Politique/le-ministre-de-la-sante-olivier-veran-au-jdd-la-cinquieme-vague-de-covid-19-est-peut-etre-la-derniere-4085600?Echobox=1641076319#utm_medium=Social&xtor=CS1-4&utm_source=Twitter…
Show this thread
1
1",,1,,1,['https://pbs.twimg.com/profile_images/1423080128628891648/NkswcJqj_mini.jpg'],https://twitter.com/NielsLeblic/status/1477589677628604417
64,https://framapiaf.org/@benjamin,https://framapiaf.org/@benjamin,2022-01-02T12:04:11.000Z,"https://framapiaf.org/@benjamin
@benjamin_egon
·
2 Jan","Ces derniers jours festifs ont permis de prouver ce qui est maintenant évident : les #vaccins n'ont servi à rien, et les tests PCR dysfonctionnent. Dans la population de personnes qui se pensaient 'protégées' car #vacciné, combien ont eu un doute, voire une prise de conscience ?
1",,,,1,[],https://twitter.com/benjamin_egon/status/1477611677029961731
65,Sulliman Zadvat,@citizenrelax,2022-01-02T08:34:22.000Z,"Sulliman Zadvat
@citizenrelax
·
2 Jan","#veran 
chiffres officiels de la DREES  de Décembre : 63% des décédés du Covid étaient vaccinés
#Vaccins arnm  inefficaces à protéger du #COVID19",,,,,[],https://twitter.com/citizenrelax/status/1477558874446176260
66,François LeConfinéMasqué,@ConfineMasque,2022-01-02T12:26:04.000Z,"François LeConfinéMasqué
@ConfineMasque
·
2 Jan","Replying to 
@BFMTV
Patrick Pelloux ferait mieux de s'informer et d'écouter ce #virologue et expert en #vaccins, plutôt qu'à juger de quoi que ce soit, et qui contrevient par ailleurs au principe du #PrimumNonNocere ! #NonALaVaccinationObligatoire #NonAuPassVaccinal :
François LeConfinéMasqué
@ConfineMasque
 · 30 Dec 2021
Une interview du #Virologue et Expert en #Vaccins Geert Vanden Bossche, pour mieux comprendre scientifiquement pourquoi une stratégie de ""#vaccination en masse"" face à la #Covid19 est une #erreur à plus d'un titre : https://youtu.be/nr-1W18i4gM?t=98… #NonAuPassVaccinal #nonvaccines
Show this thread
2
5",,,2,5,"['https://pbs.twimg.com/profile_images/1256523283987603461/ovQwjEGf_mini.jpg', 'https://pbs.twimg.com/media/FH32oqjXMAMUtL-?format=jpg&name=small']",https://twitter.com/ConfineMasque/status/1477617187573673984
67,BPR,@ByzancePhotos,2022-01-02T12:19:03.000Z,"BPR
@ByzancePhotos
·
2 Jan"," Patchez vous, Patchez vous, Patchez vous !      ""Il s’agit d’un vaccin complémentaire aux autres vaccins déjà existants."" #Vaccin #vaccins #vaccination #PassVacinal #PasseVaccinal
L'actu genevoise
@tdgGeneve
 · 2 Jan
Lutte contre le Covid-19: Un vaccin prévu sous forme de patch va être testé http://dlvr.it/SGP02D
1",🤣 🤣 🤣 ⤵,,,1,['https://pbs.twimg.com/profile_images/456081461255229440/pKBXa9aL_mini.jpeg'],https://twitter.com/ByzancePhotos/status/1477615420895027201
68,BPR,@ByzancePhotos,2022-01-02T12:43:47.000Z,"BPR
@ByzancePhotos
·
2 Jan","Le #vaccin, c'est comme le carburant pour un véhicule ! 
Il y va y avoir le SP95, SP95-E10, SP98, E85, diesel, GPL ou encore bioéthanol ou super-éthanol !  #vaccins #vaccination #PassVaccinal #PassVacinal #patrickpelloux
BFMTV
@BFMTV
 · 2 Jan
Patrick Pelloux: ""Il y aura, c'est une évidence, cette année un nouveau vaccin contre la Covid-19 qui tiendra compte des variations du virus""
1",🤣 🤣 🤣,1,,,"['https://pbs.twimg.com/profile_images/1489959309148659715/Vf0JLG2c_mini.jpg', 'https://pbs.twimg.com/media/FIGB83MXEAISZdd.jpg']",https://twitter.com/ByzancePhotos/status/1477621643736403980
69,Zagation_ France,@ZagationF,2022-01-02T10:32:39.000Z,"Zagation_ France
@ZagationF
·
2 Jan","Le Pdg de Moderna reconnaît avoir contourné la procédure pour sortir son vaccin.  Mise en danger des français.
#COVID19France 
#covid 
#Moderna 
#MacronDestitution 
#VeranDemission 
#vaccins 
#vaccination
Pierre-Jean Bonnat
@PJBonnat
 · 31 Dec 2021
PDG de Moderna nous apprend que les phases d’évaluation de son vaccin n’ont pas été respectées pour des questions financières afin de gagner du temps sur la mise sur le marché. Ça laisse rêveur, non? Et on continue à se laisser piquer sans aucune assurance?
1
1",,,1,1,"['https://pbs.twimg.com/profile_images/571668713330331648/3mwgQsOY_mini.jpeg', 'https://pbs.twimg.com/ext_tw_video_thumb/1476838268557737984/pu/img/0GfPYtZpWVIQROto.jpg']",https://twitter.com/ZagationF/status/1477588644919754754
70,Wora Ossamaneh,@ossamaneh,2022-01-02T15:08:47.000Z,"Wora Ossamaneh
@ossamaneh
·
2 Jan","Bravo cher tonynetto ! Vous êtes la preuve vivante que nul n'est besoin d'avoir des milliers de followers pour savoir lire !  Attendons la confirmation (mondiale), et là, j'en connais qui vont avaler leur chapeau ! Un virus apprend à se défendre >> #vaccins > #variants #Covid
tonynetto
@tonynetto10
 · 2 Jan
Lancet: 89% of new UK COVID cases among fully vaxxed | Principia Scientific Intl.

#pelloux #covid 

⁦@EmmanuelMacron⁩ ⁦@olivierveran⁩  https://principia-scientific.com/lancet-89-of-new-uk-covid-cases-among-fully-vaxxed/…",☺,,,,['https://pbs.twimg.com/profile_images/1392546439981682696/IGT9aNQv_mini.jpg'],https://twitter.com/ossamaneh/status/1477658133304647683
71,Le mégot de Notre-Dame,@Lafontainelili1,2022-01-02T22:54:45.000Z,"Le mégot de Notre-Dame
@Lafontainelili1
·
2 Jan","36 627 #morts des #vaccins #COVID19, en Europe, depuis le début de la vaccination de masse en pleine #Pandemie (au moins).
CourrierDesStratèges
@CStrateges
 · 2 Jan
On peut discuter de tout, sauf des chiffres…
1",,,1,,"['https://pbs.twimg.com/profile_images/1389995724599959553/3YjMeH6O_mini.jpg', 'https://pbs.twimg.com/media/FIF7pO6XoAELlDj?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIF7pO6X0AombcK?format=jpg&name=360x360']",https://twitter.com/Lafontainelili1/status/1477775398909927427
72,Talondachille,@Unpoilagratter,2022-01-02T20:38:57.000Z,"Talondachille
@Unpoilagratter
·
2 Jan","Quand des dizaines d’enfants développent un #alzeimer en quelques semaines... c’est juste ""bizarre"". 

#vaccins 
#EffetsSecondaires
#TroublesCognitifs
#omerta #mensonges
rt.com
Bizarre neurological illness plagues young Canadians — RT World News
Dozens of young people with no preexisting conditions are developing symptoms of a new disease as activists and families suspect a cover-up on the part of the local government.",,,,,['https://pbs.twimg.com/card_img/1511246957502603267/uUV1WXbh?format=jpg&name=small'],https://twitter.com/Unpoilagratter/status/1477741224039751684
73,Mhstr,@Mhstrayme,2022-01-02T07:08:38.000Z,"Mhstr
@Mhstrayme
·
2 Jan","Quand votre Président vous dit de vous faire vacciner par civisme…Petit guide pour aider à la compréhension de la perfidie des Etats sur la politique vaccinale…À lire absolument #vaccins#
VD
@nenuphar_42
 · 2 Jan
 ITALIE-DÉCÈS CONFIRMÉ PAR VACCIN. APPEL AU 210/92. VOICI LA REPONSE DU MINISTERE.
Marcello Pamio, 1er janvier 2022. Les membres de la famille d'une personne décédée des suites du vaccin anti-covid (confirmé par l'examen d'autopsie), 1/3
Show this thread",🤮 🤮 🤮,,,,['https://pbs.twimg.com/profile_images/1471039875701002240/tq7-MYP8_mini.jpg'],https://twitter.com/Mhstrayme/status/1477537301517451264
